full_path,relative_path,style,filename,caption,emotion
data\raw\wikiart\Post_Impressionism\jacek-malczewski_corpus-christi.jpg,Post_Impressionism\jacek-malczewski_corpus-christi.jpg,Post_Impressionism,jacek-malczewski_corpus-christi.jpg,This impressionistic painting of nature in autumn makes me feel peaceful.,something else
data\raw\wikiart\Symbolism\odilon-redon_portrait-of-madame-arthur-fontaine-1901.jpg,Symbolism\odilon-redon_portrait-of-madame-arthur-fontaine-1901.jpg,Symbolism,odilon-redon_portrait-of-madame-arthur-fontaine-1901.jpg,"The detail immediately around the woman is blurry and almost looks like it's dripping down the wall, but beyond her it becomes detailed.",fear
data\raw\wikiart\Naive_Art_Primitivism\raoul-dufy_hotel-sube-1926.jpg,Naive_Art_Primitivism\raoul-dufy_hotel-sube-1926.jpg,Naive_Art_Primitivism,raoul-dufy_hotel-sube-1926.jpg,The way half of this building is yellow and the other is orange is quite visually appealing.,awe
data\raw\wikiart\Pop_Art\edward-ruscha_enco-conway-texas-from-five-views-from-the-panhandle-series.jpg,Pop_Art\edward-ruscha_enco-conway-texas-from-five-views-from-the-panhandle-series.jpg,Pop_Art,edward-ruscha_enco-conway-texas-from-five-views-from-the-panhandle-series.jpg,Nostalgia - reminds me of my childhood.,something else
data\raw\wikiart\Post_Impressionism\theo-van-rysselberghe_woman-with-violin-portrait-of-rene-druet-1910.jpg,Post_Impressionism\theo-van-rysselberghe_woman-with-violin-portrait-of-rene-druet-1910.jpg,Post_Impressionism,theo-van-rysselberghe_woman-with-violin-portrait-of-rene-druet-1910.jpg,The woman appears to be learning the violin as she is seated in an informal setting and the warm tones make the scene contented,contentment
data\raw\wikiart\Post_Impressionism\mily-possoz_int-rieur-d-atelier-1920.jpg,Post_Impressionism\mily-possoz_int-rieur-d-atelier-1920.jpg,Post_Impressionism,mily-possoz_int-rieur-d-atelier-1920.jpg,"These three women look calm and poised, which makes me feel calm by extension.",contentment
data\raw\wikiart\Cubism\amedee-ozenfant_composition-ii-1929.jpg,Cubism\amedee-ozenfant_composition-ii-1929.jpg,Cubism,amedee-ozenfant_composition-ii-1929.jpg,The colors are very somber.,sadness
data\raw\wikiart\Pop_Art\mario-schifano_per-costruzione-di-oasi-1980.jpg,Pop_Art\mario-schifano_per-costruzione-di-oasi-1980.jpg,Pop_Art,mario-schifano_per-costruzione-di-oasi-1980.jpg,I finely sculpted palm tree is really close to gilding the lily,amusement
data\raw\wikiart\Abstract_Expressionism\richard-tuttle_20-pearls-9-2003.jpg,Abstract_Expressionism\richard-tuttle_20-pearls-9-2003.jpg,Abstract_Expressionism,richard-tuttle_20-pearls-9-2003.jpg,The purple looks like a pot and maybe the other colors look like steam rising.  It's very confusing and distracting.,anger
data\raw\wikiart\Art_Nouveau_Modern\koloman-moser_draft-for-a-war-charity-brand-1915.jpg,Art_Nouveau_Modern\koloman-moser_draft-for-a-war-charity-brand-1915.jpg,Art_Nouveau_Modern,koloman-moser_draft-for-a-war-charity-brand-1915.jpg,An ancient war machine used during the civil war.,something else
data\raw\wikiart\Art_Nouveau_Modern\egon-schiele_krumau-town-crescent-i-1915.jpg,Art_Nouveau_Modern\egon-schiele_krumau-town-crescent-i-1915.jpg,Art_Nouveau_Modern,egon-schiele_krumau-town-crescent-i-1915.jpg,The historic tight-knit location with natural hues looks like a place ready to be explored.,excitement
data\raw\wikiart\Baroque\joseph-wright_portrait-of-mrs-catherine-swindell-1772.jpg,Baroque\joseph-wright_portrait-of-mrs-catherine-swindell-1772.jpg,Baroque,joseph-wright_portrait-of-mrs-catherine-swindell-1772.jpg,She is looking like a hot date for her time anyways and plus she is showing cleavage. YES!!!!,excitement
data\raw\wikiart\Baroque\aleksey-antropov_portrait-of-elizabeth-of-russia.jpg,Baroque\aleksey-antropov_portrait-of-elizabeth-of-russia.jpg,Baroque,aleksey-antropov_portrait-of-elizabeth-of-russia.jpg,the girls smile is cute. makes me feel happy,contentment
data\raw\wikiart\Expressionism\richard-gerstl_selbstbildnis-l1907-but-possibly-1908.jpg,Expressionism\richard-gerstl_selbstbildnis-l1907-but-possibly-1908.jpg,Expressionism,richard-gerstl_selbstbildnis-l1907-but-possibly-1908.jpg,The man looks very eager to see the relation of the portrait to himself.,awe
data\raw\wikiart\Mannerism_Late_Renaissance\el-greco_study-of-a-man.jpg,Mannerism_Late_Renaissance\el-greco_study-of-a-man.jpg,Mannerism_Late_Renaissance,el-greco_study-of-a-man.jpg,The colors and image inspire me,awe
data\raw\wikiart\Art_Nouveau_Modern\nicholas-roerich_the-scene-with-five-figures-in-costumes.jpg,Art_Nouveau_Modern\nicholas-roerich_the-scene-with-five-figures-in-costumes.jpg,Art_Nouveau_Modern,nicholas-roerich_the-scene-with-five-figures-in-costumes.jpg,Appears to be an important meeting i like it,awe
data\raw\wikiart\Baroque\bartolome-esteban-murillo_saint-anthony-of-padua-adore-the-child-1.jpg,Baroque\bartolome-esteban-murillo_saint-anthony-of-padua-adore-the-child-1.jpg,Baroque,bartolome-esteban-murillo_saint-anthony-of-padua-adore-the-child-1.jpg,A classically styled drawing that is beautifully executed and is also very inspiring.,something else
data\raw\wikiart\Fauvism\charles-lapicque_avant-le-d-part-1950.jpg,Fauvism\charles-lapicque_avant-le-d-part-1950.jpg,Fauvism,charles-lapicque_avant-le-d-part-1950.jpg,the colors are vibrant and the scene seems musical,excitement
data\raw\wikiart\Impressionism\philip-wilson-steer_the-sprigged-frock.jpg,Impressionism\philip-wilson-steer_the-sprigged-frock.jpg,Impressionism,philip-wilson-steer_the-sprigged-frock.jpg,The woman is very stiff like she comes from money and hates everyone that isn't rich.,disgust
data\raw\wikiart\Impressionism\john-henry-twachtman_fountain-world-s-fair.jpg,Impressionism\john-henry-twachtman_fountain-world-s-fair.jpg,Impressionism,john-henry-twachtman_fountain-world-s-fair.jpg,The cool water and the surrounding plants makes this look like a pleasant retreat from the world.,contentment
data\raw\wikiart\Northern_Renaissance\hieronymus-bosch_st-john-the-evangelist-on-patmos-reverse.jpg,Northern_Renaissance\hieronymus-bosch_st-john-the-evangelist-on-patmos-reverse.jpg,Northern_Renaissance,hieronymus-bosch_st-john-the-evangelist-on-patmos-reverse.jpg,The people seem to fight and battle over possession of the buildings.,awe
data\raw\wikiart\Impressionism\claude-monet_camille-on-the-beach-1871.jpg,Impressionism\claude-monet_camille-on-the-beach-1871.jpg,Impressionism,claude-monet_camille-on-the-beach-1871.jpg,The painter of Miss Beige didn't know how to paint faces.,amusement
data\raw\wikiart\Realism\vasily-perov_portrait-of-a-f-pysems-kogo-1869.jpg,Realism\vasily-perov_portrait-of-a-f-pysems-kogo-1869.jpg,Realism,vasily-perov_portrait-of-a-f-pysems-kogo-1869.jpg,"I think his face and hands look ""fuller"" in spite of the man wearing dark colors to look slimmer.",amusement
data\raw\wikiart\Post_Impressionism\eduardo-viana_pousada-de-ciganos-1923.jpg,Post_Impressionism\eduardo-viana_pousada-de-ciganos-1923.jpg,Post_Impressionism,eduardo-viana_pousada-de-ciganos-1923.jpg,The beauty and color variations provide a feeling of contentment.,contentment
data\raw\wikiart\Baroque\isaac-van-ostade_barn-interior.jpg,Baroque\isaac-van-ostade_barn-interior.jpg,Baroque,isaac-van-ostade_barn-interior.jpg,Very warm depiction of a simple time with hard work.,contentment
data\raw\wikiart\Abstract_Expressionism\rodolfo-arico_poligonale-orfico-1988.jpg,Abstract_Expressionism\rodolfo-arico_poligonale-orfico-1988.jpg,Abstract_Expressionism,rodolfo-arico_poligonale-orfico-1988.jpg,This isnt anything special. I dont feel anything for a polygon,something else
data\raw\wikiart\Romanticism\franz-xaver-winterhalter_albert-edward-prince-of-wales-1846.jpg,Romanticism\franz-xaver-winterhalter_albert-edward-prince-of-wales-1846.jpg,Romanticism,franz-xaver-winterhalter_albert-edward-prince-of-wales-1846.jpg,I love the confidence painted on the young boy. He looks like a young christopher columbus with the bright colours in the background shading.,excitement
data\raw\wikiart\Impressionism\camille-pissarro_march-sun-pontoise-1875.jpg,Impressionism\camille-pissarro_march-sun-pontoise-1875.jpg,Impressionism,camille-pissarro_march-sun-pontoise-1875.jpg,its a very nice painting that looks beautiful,awe
data\raw\wikiart\Romanticism\gustave-dore_paradiso-canto-2.jpg,Romanticism\gustave-dore_paradiso-canto-2.jpg,Romanticism,gustave-dore_paradiso-canto-2.jpg,the people look like they are sad and unhappy about something,sadness
data\raw\wikiart\High_Renaissance\michelangelo_the-ancestors-of-christ-boaz-obed-1512.jpg,High_Renaissance\michelangelo_the-ancestors-of-christ-boaz-obed-1512.jpg,High_Renaissance,michelangelo_the-ancestors-of-christ-boaz-obed-1512.jpg,The old man looks malnourished and ignored.,sadness
data\raw\wikiart\Post_Impressionism\kuzma-petrov-vodkin_khvalynsk.jpg,Post_Impressionism\kuzma-petrov-vodkin_khvalynsk.jpg,Post_Impressionism,kuzma-petrov-vodkin_khvalynsk.jpg,there is a dark fogginess that has surrounded this land,fear
data\raw\wikiart\Expressionism\gerard-sekoto_prayer-in-church-1947.jpg,Expressionism\gerard-sekoto_prayer-in-church-1947.jpg,Expressionism,gerard-sekoto_prayer-in-church-1947.jpg,"A congregation in prayer is a peaceful setting, but I love how the artist has depicted two children at the back of the congregation, playing. They add a touch of humor to an otherwise solemn portrait.",contentment
data\raw\wikiart\Mannerism_Late_Renaissance\correggio_allegory-of-the-vices-1530(2).jpg,Mannerism_Late_Renaissance\correggio_allegory-of-the-vices-1530(2).jpg,Mannerism_Late_Renaissance,correggio_allegory-of-the-vices-1530(2).jpg,Confusion -- these facial expressions are somewhat contradictory and puzzling.,something else
data\raw\wikiart\Symbolism\konstantin-bogaevsky_romantic-landscape-crimean-landscape-1942.jpg,Symbolism\konstantin-bogaevsky_romantic-landscape-crimean-landscape-1942.jpg,Symbolism,konstantin-bogaevsky_romantic-landscape-crimean-landscape-1942.jpg,The serene and natural beauty is captured well with soft lighting and earthy colors.,contentment
data\raw\wikiart\Romanticism\francisco-goya_couple-with-parasol-on-the-paseo-1797.jpg,Romanticism\francisco-goya_couple-with-parasol-on-the-paseo-1797.jpg,Romanticism,francisco-goya_couple-with-parasol-on-the-paseo-1797.jpg,A light-hearted couple under a tiny umbrella are unmoved by the descending rain.,amusement
data\raw\wikiart\Realism\boris-kustodiev_portrait-of-m-v-dobuzhinsky-at-the-table-1913.jpg,Realism\boris-kustodiev_portrait-of-m-v-dobuzhinsky-at-the-table-1913.jpg,Realism,boris-kustodiev_portrait-of-m-v-dobuzhinsky-at-the-table-1913.jpg,The spread of food on the time looks pleasing and inviting,contentment
data\raw\wikiart\Art_Nouveau_Modern\nicholas-roerich_vignette-for-book-n-k-roerich-1918-17.jpg,Art_Nouveau_Modern\nicholas-roerich_vignette-for-book-n-k-roerich-1918-17.jpg,Art_Nouveau_Modern,nicholas-roerich_vignette-for-book-n-k-roerich-1918-17.jpg,"A little strange, a little ominous. Pretty unique I suppose, I just don't have a big feeling either positive or negative.",something else
data\raw\wikiart\Expressionism\iosif-iser_turks-at-the-cafe-1937.jpg,Expressionism\iosif-iser_turks-at-the-cafe-1937.jpg,Expressionism,iosif-iser_turks-at-the-cafe-1937.jpg,Overall good painting. The colors are nice and go well with each other. I can sense that this is a sad painting.,something else
data\raw\wikiart\Realism\vasily-surikov_portrait-of-e-k-deryagina-1879.jpg,Realism\vasily-surikov_portrait-of-e-k-deryagina-1879.jpg,Realism,vasily-surikov_portrait-of-e-k-deryagina-1879.jpg,The white flowers bring some light into a very dark situation.,contentment
data\raw\wikiart\High_Renaissance\titian_portrait-of-a-young-woman.jpg,High_Renaissance\titian_portrait-of-a-young-woman.jpg,High_Renaissance,titian_portrait-of-a-young-woman.jpg,Her expression says so much without knowing how she is feeling.,contentment
data\raw\wikiart\Realism\ilya-repin_portrait-of-a-woman-olga-shoofs-1907.jpg,Realism\ilya-repin_portrait-of-a-woman-olga-shoofs-1907.jpg,Realism,ilya-repin_portrait-of-a-woman-olga-shoofs-1907.jpg,I liked the woman's smile. I also liked how her eyes were conveying a slight mischeviousness.,contentment
data\raw\wikiart\Expressionism\oskar-kokoschka_not_detected_235893.jpg,Expressionism\oskar-kokoschka_not_detected_235893.jpg,Expressionism,oskar-kokoschka_not_detected_235893.jpg,What a lively port! All of the colors and bold strokes make me feel like a lot is happening here.,awe
data\raw\wikiart\Impressionism\eliseu-visconti_esperan-a-sonho-mistico.jpg,Impressionism\eliseu-visconti_esperan-a-sonho-mistico.jpg,Impressionism,eliseu-visconti_esperan-a-sonho-mistico.jpg,the girl looks graceful. this makes me feel uplifted.,something else
data\raw\wikiart\Pop_Art\billy-apple_complimentary-1990.jpg,Pop_Art\billy-apple_complimentary-1990.jpg,Pop_Art,billy-apple_complimentary-1990.jpg,"I'm just bothered a lot by this image, green on red is so hard to read and the quality of the image is so low that it's just unpleasant to look at.",disgust
data\raw\wikiart\Pop_Art\george-segal_the-costume-party-1972.jpg,Pop_Art\george-segal_the-costume-party-1972.jpg,Pop_Art,george-segal_the-costume-party-1972.jpg,"Colorful, funny characters in a big place with a white background, very eyecatching.",amusement
data\raw\wikiart\Art_Nouveau_Modern\nicholas-roerich_ominous-1901-2.jpg,Art_Nouveau_Modern\nicholas-roerich_ominous-1901-2.jpg,Art_Nouveau_Modern,nicholas-roerich_ominous-1901-2.jpg,"Always breath taking to see nature, these birds appear to be in the right place here, observing the water.",awe
data\raw\wikiart\Impressionism\pierre-auguste-renoir_lydia-sieligmann-1917.jpg,Impressionism\pierre-auguste-renoir_lydia-sieligmann-1917.jpg,Impressionism,pierre-auguste-renoir_lydia-sieligmann-1917.jpg,The yellow object on the woman's chest looks like a hummingbird has landed on her blouse.,amusement
data\raw\wikiart\Post_Impressionism\vincent-van-gogh_view-of-the-church-of-saint-paul-de-mausole-1889.jpg,Post_Impressionism\vincent-van-gogh_view-of-the-church-of-saint-paul-de-mausole-1889.jpg,Post_Impressionism,vincent-van-gogh_view-of-the-church-of-saint-paul-de-mausole-1889.jpg,"They yellow tree stands out and catches your eye against the blue roof tops and blue buildings.  Very relaxing colors when used together throughout the entire painting, from the straw stack to the ground in the front.",contentment
data\raw\wikiart\Impressionism\ivan-grohar_cveto-a-jabljana-1907.jpg,Impressionism\ivan-grohar_cveto-a-jabljana-1907.jpg,Impressionism,ivan-grohar_cveto-a-jabljana-1907.jpg,this looks like the tree is bowing before the house,something else
data\raw\wikiart\Symbolism\nicholas-roerich_mohammed-on-mount-hira-1925.jpg,Symbolism\nicholas-roerich_mohammed-on-mount-hira-1925.jpg,Symbolism,nicholas-roerich_mohammed-on-mount-hira-1925.jpg,he just said something that pissed off that volcano,something else
data\raw\wikiart\Expressionism\willem-de-kooning_seated-figure-male-classical-1939.jpg,Expressionism\willem-de-kooning_seated-figure-male-classical-1939.jpg,Expressionism,willem-de-kooning_seated-figure-male-classical-1939.jpg,The distorted red body of this person makes him appear to be shape shifting into the devil.,fear
data\raw\wikiart\Romanticism\gustave-dore_the-ascent.jpg,Romanticism\gustave-dore_the-ascent.jpg,Romanticism,gustave-dore_the-ascent.jpg,I would love to follow these people and see what they do when they get to the top,awe
data\raw\wikiart\Realism\ivan-shishkin_autumn-landscape-path-in-the-forest-1894.jpg,Realism\ivan-shishkin_autumn-landscape-path-in-the-forest-1894.jpg,Realism,ivan-shishkin_autumn-landscape-path-in-the-forest-1894.jpg,a dirtway leds to a house through the trees,awe
data\raw\wikiart\Cubism\nikos-hadjikyriakos-ghikas_paris-roofs-ii-1952.jpg,Cubism\nikos-hadjikyriakos-ghikas_paris-roofs-ii-1952.jpg,Cubism,nikos-hadjikyriakos-ghikas_paris-roofs-ii-1952.jpg,The multiple perspectives within the image of the house allow a viewer to revisit the picture.  It also serves to remind a viewer that there is more than one way to to gain perspective on a problem or situation.,contentment
data\raw\wikiart\Rococo\louise-elisabeth-vigee-le-brun_alexandre-charles-emmanuel-de-crussol-florensac-1787.jpg,Rococo\louise-elisabeth-vigee-le-brun_alexandre-charles-emmanuel-de-crussol-florensac-1787.jpg,Rococo,louise-elisabeth-vigee-le-brun_alexandre-charles-emmanuel-de-crussol-florensac-1787.jpg,"This man seems like a good person, and his light blue vest is a brilliant color",contentment
data\raw\wikiart\Realism\isaac-levitan_village-savvinskaya-1884.jpg,Realism\isaac-levitan_village-savvinskaya-1884.jpg,Realism,isaac-levitan_village-savvinskaya-1884.jpg,"It seems like the property is falling down, it is in disrepair or abandoned.",sadness
data\raw\wikiart\Naive_Art_Primitivism\horace-pippin_interior-1944.jpg,Naive_Art_Primitivism\horace-pippin_interior-1944.jpg,Naive_Art_Primitivism,horace-pippin_interior-1944.jpg,The little girl holds her doll tenderly while the girl's mother ignores the girl to smoke a pipe.,sadness
data\raw\wikiart\Romanticism\johan-christian-dahl_view-of-fortundalen-1836.jpg,Romanticism\johan-christian-dahl_view-of-fortundalen-1836.jpg,Romanticism,johan-christian-dahl_view-of-fortundalen-1836.jpg,The mountains are lush and full of life with what seems like a small village nuzzled in there.,excitement
data\raw\wikiart\Expressionism\salvador-dali_muliere-peccatrici-remittuntur-peccata-multa-1967.jpg,Expressionism\salvador-dali_muliere-peccatrici-remittuntur-peccata-multa-1967.jpg,Expressionism,salvador-dali_muliere-peccatrici-remittuntur-peccata-multa-1967.jpg,I love the use of the deep dark vibrant blue used against the neutral browns and the sketched image of the woman.,awe
data\raw\wikiart\Impressionism\childe-hassam_nocturne-railway-crossing-chicago-1893.jpg,Impressionism\childe-hassam_nocturne-railway-crossing-chicago-1893.jpg,Impressionism,childe-hassam_nocturne-railway-crossing-chicago-1893.jpg,The black horse is being forced to pull a wagon down the road in the middle of a rainstorm.,sadness
data\raw\wikiart\Naive_Art_Primitivism\fernando-botero_self-portrait-as-spanish-conquistador.jpg,Naive_Art_Primitivism\fernando-botero_self-portrait-as-spanish-conquistador.jpg,Naive_Art_Primitivism,fernando-botero_self-portrait-as-spanish-conquistador.jpg,"I'm not sure if this guy is posing or painting, but his appearance is amusing.",amusement
data\raw\wikiart\Realism\jean-francois-millet_not_detected_189995.jpg,Realism\jean-francois-millet_not_detected_189995.jpg,Realism,jean-francois-millet_not_detected_189995.jpg,It a hot  and humid summer day and the boy is taking care of the baby while Mother is putting on the clothes line some clothes. It's a slow day but one that can treasure for it everyday stuff.,contentment
data\raw\wikiart\Art_Nouveau_Modern\otto-eckmann_wallpaper-design-1899-1.jpg,Art_Nouveau_Modern\otto-eckmann_wallpaper-design-1899-1.jpg,Art_Nouveau_Modern,otto-eckmann_wallpaper-design-1899-1.jpg,"it looks like the part of the skin, and it is kinda gross",disgust
data\raw\wikiart\Cubism\fernand-leger_smoke-1912.jpg,Cubism\fernand-leger_smoke-1912.jpg,Cubism,fernand-leger_smoke-1912.jpg,"I see orchestral cymbals, hallways, and doors. This is an odd abstract piece.",amusement
data\raw\wikiart\Post_Impressionism\gustave-loiseau_wooded-landscape.jpg,Post_Impressionism\gustave-loiseau_wooded-landscape.jpg,Post_Impressionism,gustave-loiseau_wooded-landscape.jpg,looks very peaceful sceneary with trees and forest,contentment
data\raw\wikiart\Romanticism\joseph-wright_landscape-with-a-rainbow-1794.jpg,Romanticism\joseph-wright_landscape-with-a-rainbow-1794.jpg,Romanticism,joseph-wright_landscape-with-a-rainbow-1794.jpg,There is a bright rainbow shining light down to a dark forest,awe
data\raw\wikiart\Symbolism\kuzma-petrov-vodkin_sketch-for-the-painting-bathing-the-red-horse-1912.jpg,Symbolism\kuzma-petrov-vodkin_sketch-for-the-painting-bathing-the-red-horse-1912.jpg,Symbolism,kuzma-petrov-vodkin_sketch-for-the-painting-bathing-the-red-horse-1912.jpg,All these muscles that the horse projects reminds me of a freshman drawing class in college.,awe
data\raw\wikiart\Realism\vincent-van-gogh_scheveningen-woman-standing-1881.jpg,Realism\vincent-van-gogh_scheveningen-woman-standing-1881.jpg,Realism,vincent-van-gogh_scheveningen-woman-standing-1881.jpg,The dark lines feel upsetting and sinister,fear
data\raw\wikiart\Fauvism\charles-lapicque_untitled-2.jpg,Fauvism\charles-lapicque_untitled-2.jpg,Fauvism,charles-lapicque_untitled-2.jpg,I love the colors and the feeling of vegetation,contentment
data\raw\wikiart\Expressionism\amadeo-de-souza-cardoso_portrait-of-man-1913.jpg,Expressionism\amadeo-de-souza-cardoso_portrait-of-man-1913.jpg,Expressionism,amadeo-de-souza-cardoso_portrait-of-man-1913.jpg,he is happy in his own head,contentment
data\raw\wikiart\Baroque\rembrandt_marten-looten.jpg,Baroque\rembrandt_marten-looten.jpg,Baroque,rembrandt_marten-looten.jpg,Nostalgic. Appears to be from a historical period based on the clothing.,something else
data\raw\wikiart\Contemporary_Realism\jamie-wyeth_dandelions.jpg,Contemporary_Realism\jamie-wyeth_dandelions.jpg,Contemporary_Realism,jamie-wyeth_dandelions.jpg,the yellow is explosive! such details,awe
data\raw\wikiart\Symbolism\mikalojus-ciurlionis_funeral-symphony-iii-1903.jpg,Symbolism\mikalojus-ciurlionis_funeral-symphony-iii-1903.jpg,Symbolism,mikalojus-ciurlionis_funeral-symphony-iii-1903.jpg,A lovely sunset in a lovely setting usually does make me feel contentment.,contentment
data\raw\wikiart\Impressionism\arkhip-kuindzhi_moonlight-night-winter.jpg,Impressionism\arkhip-kuindzhi_moonlight-night-winter.jpg,Impressionism,arkhip-kuindzhi_moonlight-night-winter.jpg,The darkness and way ot goes from lighter to darker provides a feeling of fear.,fear
