full_path,relative_path,style,filename,caption,emotion
data\raw\wikiart\Post_Impressionism\gwen-john_marie-poussepin-seated-at-a-table.jpg,Post_Impressionism\gwen-john_marie-poussepin-seated-at-a-table.jpg,Post_Impressionism,gwen-john_marie-poussepin-seated-at-a-table.jpg,This nun looks very mean and the tame colors just make it seem more evident,fear
data\raw\wikiart\Mannerism_Late_Renaissance\maerten-van-heemskerck_adam-and-eve.jpg,Mannerism_Late_Renaissance\maerten-van-heemskerck_adam-and-eve.jpg,Mannerism_Late_Renaissance,maerten-van-heemskerck_adam-and-eve.jpg,I feel uncomfortable looking at this painting. I think it is not just the nudity but their faces just put me off a bit.,something else
data\raw\wikiart\Ukiyo_e\utagawa-kuniyoshi_kyumonryu-shinshin-and-chokanko-chintasu.jpg,Ukiyo_e\utagawa-kuniyoshi_kyumonryu-shinshin-and-chokanko-chintasu.jpg,Ukiyo_e,utagawa-kuniyoshi_kyumonryu-shinshin-and-chokanko-chintasu.jpg,Warrior like person with a scary facial expression,fear
data\raw\wikiart\Romanticism\paul-delaroche_portrait-du-comte-james-alexandre-de-pourtal-s-gorgier.jpg,Romanticism\paul-delaroche_portrait-du-comte-james-alexandre-de-pourtal-s-gorgier.jpg,Romanticism,paul-delaroche_portrait-du-comte-james-alexandre-de-pourtal-s-gorgier.jpg,I feel confused because the surroundings are painted with such vivid detail yet he appears unimpressed with where he is.,something else
data\raw\wikiart\Impressionism\claude-monet_two-anglers.jpg,Impressionism\claude-monet_two-anglers.jpg,Impressionism,claude-monet_two-anglers.jpg,"This is two fisherman on a lake facing each other. I love fishing, and the scene looks so tranquil, I can't help but feel at peace.",contentment
data\raw\wikiart\Impressionism\john-henry-twachtman_winter-landscape-1900.jpg,Impressionism\john-henry-twachtman_winter-landscape-1900.jpg,Impressionism,john-henry-twachtman_winter-landscape-1900.jpg,"I love how calm the entire scene feels, the small, cozy blue river almost at a stand-still, surrounded by the snowy landscape. It seems like a winter wonderland and I feel very content looking at it",contentment
data\raw\wikiart\Realism\salvador-dali_seated-girl-seen-from-the-back.jpg,Realism\salvador-dali_seated-girl-seen-from-the-back.jpg,Realism,salvador-dali_seated-girl-seen-from-the-back.jpg,The woman's dress is falling just off her shoulder,excitement
data\raw\wikiart\Pop_Art\roy-lichtenstein_crying-girl-1964(1).jpg,Pop_Art\roy-lichtenstein_crying-girl-1964(1).jpg,Pop_Art,roy-lichtenstein_crying-girl-1964(1).jpg,"This woman is brushing away her tears, but her expression and her red lips tell a different story. Underneath it all, she isn't really sad.",amusement
data\raw\wikiart\Realism\vasily-surikov_portrait-of-princess-p-i-shcherbatova-1910.jpg,Realism\vasily-surikov_portrait-of-princess-p-i-shcherbatova-1910.jpg,Realism,vasily-surikov_portrait-of-princess-p-i-shcherbatova-1910.jpg,"The woman is covered in a cloak, her face looking sober.",awe
data\raw\wikiart\High_Renaissance\lorenzo-lotto_portrait-of-a-man-2.jpg,High_Renaissance\lorenzo-lotto_portrait-of-a-man-2.jpg,High_Renaissance,lorenzo-lotto_portrait-of-a-man-2.jpg,His outfit makes me wonder what his role is,amusement
data\raw\wikiart\Post_Impressionism\ferdynand-ruszczyc_pustka-stare-gniazdo-1901.jpg,Post_Impressionism\ferdynand-ruszczyc_pustka-stare-gniazdo-1901.jpg,Post_Impressionism,ferdynand-ruszczyc_pustka-stare-gniazdo-1901.jpg,the wind strength shown by the trees blowing and the swirl of the clouds,fear
data\raw\wikiart\Rococo\carl-ludwig-johann-christineck_portrait-of-a-woman.jpg,Rococo\carl-ludwig-johann-christineck_portrait-of-a-woman.jpg,Rococo,carl-ludwig-johann-christineck_portrait-of-a-woman.jpg,The big hairdo and the silly smile make for a comical looking portrait.,amusement
data\raw\wikiart\Ukiyo_e\kitagawa-utamaro_male-couple-1802.jpg,Ukiyo_e\kitagawa-utamaro_male-couple-1802.jpg,Ukiyo_e,kitagawa-utamaro_male-couple-1802.jpg,"I am amused by this because historical erotica photos just make me giggle, but at the same time it makes me feel a little sad because this somewhat looks like it is against the woman's will.",something else
data\raw\wikiart\Impressionism\pierre-auguste-renoir_landscape-1.jpg,Impressionism\pierre-auguste-renoir_landscape-1.jpg,Impressionism,pierre-auguste-renoir_landscape-1.jpg,"the landscape looks warm and peaceful, a great mixture of shrubbery and trees.",contentment
data\raw\wikiart\Post_Impressionism\ferdynand-ruszczyc_pejzaz-ze-stogami.jpg,Post_Impressionism\ferdynand-ruszczyc_pejzaz-ze-stogami.jpg,Post_Impressionism,ferdynand-ruszczyc_pejzaz-ze-stogami.jpg,The blue water and green grass pop against the dark structures,contentment
data\raw\wikiart\Abstract_Expressionism\ralph-rosenborg_an-italian-landscape-with-trees-1966.jpg,Abstract_Expressionism\ralph-rosenborg_an-italian-landscape-with-trees-1966.jpg,Abstract_Expressionism,ralph-rosenborg_an-italian-landscape-with-trees-1966.jpg,looks like dying roses but cant be for certain,something else
data\raw\wikiart\Abstract_Expressionism\howard-hodgkin_moroccan-door-1991.jpg,Abstract_Expressionism\howard-hodgkin_moroccan-door-1991.jpg,Abstract_Expressionism,howard-hodgkin_moroccan-door-1991.jpg,The blue colors and the big black square look bleak and unwelcoming. Like something someone depressed would draw.,sadness
data\raw\wikiart\Color_Field_Painting\anne-truitt_knight-s-heritage-1963.jpg,Color_Field_Painting\anne-truitt_knight-s-heritage-1963.jpg,Color_Field_Painting,anne-truitt_knight-s-heritage-1963.jpg,I feel like if I put on 3D glasses this will jump out of the painting.,awe
data\raw\wikiart\Symbolism\john-atkinson-grimshaw_endymion-on-mount-latmus-1879.jpg,Symbolism\john-atkinson-grimshaw_endymion-on-mount-latmus-1879.jpg,Symbolism,john-atkinson-grimshaw_endymion-on-mount-latmus-1879.jpg,the angel hovers over while resting by the shore,awe
data\raw\wikiart\Naive_Art_Primitivism\marc-chagall_lunaria-1967.jpg,Naive_Art_Primitivism\marc-chagall_lunaria-1967.jpg,Naive_Art_Primitivism,marc-chagall_lunaria-1967.jpg,The flowers are bright and pleasantly colorful.,contentment
data\raw\wikiart\High_Renaissance\cima-da-conegliano_madonna-and-child.jpg,High_Renaissance\cima-da-conegliano_madonna-and-child.jpg,High_Renaissance,cima-da-conegliano_madonna-and-child.jpg,It makes me fell love. The hand holding mother child bond.,contentment
data\raw\wikiart\Realism\martiros-saryan_alaverdi-copper-chemical-complex-1937.jpg,Realism\martiros-saryan_alaverdi-copper-chemical-complex-1937.jpg,Realism,martiros-saryan_alaverdi-copper-chemical-complex-1937.jpg,This looks like an industrial town where people work very long hours.,sadness
data\raw\wikiart\Impressionism\philip-wilson-steer_the-sprigged-frock.jpg,Impressionism\philip-wilson-steer_the-sprigged-frock.jpg,Impressionism,philip-wilson-steer_the-sprigged-frock.jpg,The woman is very stiff like she comes from money and hates everyone that isn't rich.,disgust
data\raw\wikiart\Northern_Renaissance\jean-fouquet_coronation-of-charlemagne-1460.jpg,Northern_Renaissance\jean-fouquet_coronation-of-charlemagne-1460.jpg,Northern_Renaissance,jean-fouquet_coronation-of-charlemagne-1460.jpg,the picture is vibrant I love the painters choice of colors and offsets of them,contentment
data\raw\wikiart\Symbolism\louis-janmot_po-me-de-l-me-5-souvenir-du-ciel.jpg,Symbolism\louis-janmot_po-me-de-l-me-5-souvenir-du-ciel.jpg,Symbolism,louis-janmot_po-me-de-l-me-5-souvenir-du-ciel.jpg,there's a lot going on in a lot of love and affection,amusement
data\raw\wikiart\Art_Nouveau_Modern\raphael-kirchner_girls-heads-and-shoulders-on-a-green-panel.jpg,Art_Nouveau_Modern\raphael-kirchner_girls-heads-and-shoulders-on-a-green-panel.jpg,Art_Nouveau_Modern,raphael-kirchner_girls-heads-and-shoulders-on-a-green-panel.jpg,"This woman's face is encircled by a heart, suggesting she is loved and cared for",contentment
data\raw\wikiart\Realism\julius-leblanc-stewart_self-portrait-1886(1).jpg,Realism\julius-leblanc-stewart_self-portrait-1886(1).jpg,Realism,julius-leblanc-stewart_self-portrait-1886(1).jpg,The serious tone of the man's stare is quite intense. I find his attire quite well painted as well.,contentment
data\raw\wikiart\Realism\vasily-surikov_self-portrait-against-the-background-of-picture-the-conquest-of-siberia-by-yermak-1894.jpg,Realism\vasily-surikov_self-portrait-against-the-background-of-picture-the-conquest-of-siberia-by-yermak-1894.jpg,Realism,vasily-surikov_self-portrait-against-the-background-of-picture-the-conquest-of-siberia-by-yermak-1894.jpg,The face obscured by shadow lends a mysterious tone.,contentment
data\raw\wikiart\Realism\boris-kustodiev_under-the-arches-of-the-old-church-1918.jpg,Realism\boris-kustodiev_under-the-arches-of-the-old-church-1918.jpg,Realism,boris-kustodiev_under-the-arches-of-the-old-church-1918.jpg,This painting is definitely awe-inspiring to me.  The figures in the painting look like they are from a faerie tale.  The physical setting they are in doesn't look like a setting in the real world.,awe
data\raw\wikiart\Abstract_Expressionism\conrad-marca-relli_untitled-1958.jpg,Abstract_Expressionism\conrad-marca-relli_untitled-1958.jpg,Abstract_Expressionism,conrad-marca-relli_untitled-1958.jpg,"The brownish colors feel like discarded, stained trash.",disgust
data\raw\wikiart\Impressionism\octav-bancila_ig-ncu-cu-batic-ro-u-1915.jpg,Impressionism\octav-bancila_ig-ncu-cu-batic-ro-u-1915.jpg,Impressionism,octav-bancila_ig-ncu-cu-batic-ro-u-1915.jpg,The woman looks like a fortune teller who's a total quack,disgust
data\raw\wikiart\New_Realism\george-luks_breaking-surf.jpg,New_Realism\george-luks_breaking-surf.jpg,New_Realism,george-luks_breaking-surf.jpg,The waves are storm like and scary.,fear
data\raw\wikiart\Art_Nouveau_Modern\felix-vallotton_portrait-of-belgian-symbolist-poet-max-elskamp-1898.jpg,Art_Nouveau_Modern\felix-vallotton_portrait-of-belgian-symbolist-poet-max-elskamp-1898.jpg,Art_Nouveau_Modern,felix-vallotton_portrait-of-belgian-symbolist-poet-max-elskamp-1898.jpg,The look on his face says tired and sad to me.,something else
data\raw\wikiart\Pop_Art\mario-schifano_per-costruzione-di-oasi-1980.jpg,Pop_Art\mario-schifano_per-costruzione-di-oasi-1980.jpg,Pop_Art,mario-schifano_per-costruzione-di-oasi-1980.jpg,I finely sculpted palm tree is really close to gilding the lily,amusement
data\raw\wikiart\Realism\thomas-eakins_photograph-1910-16.jpg,Realism\thomas-eakins_photograph-1910-16.jpg,Realism,thomas-eakins_photograph-1910-16.jpg,looks like some beat nic poet from the 50s,something else
data\raw\wikiart\Realism\vasily-surikov_temptation-of-christ-1872.jpg,Realism\vasily-surikov_temptation-of-christ-1872.jpg,Realism,vasily-surikov_temptation-of-christ-1872.jpg,"""An angel of the Lord has come to visit me.""",excitement
data\raw\wikiart\Realism\john-singer-sargent_miss-eden-1905.jpg,Realism\john-singer-sargent_miss-eden-1905.jpg,Realism,john-singer-sargent_miss-eden-1905.jpg,"There is good detail in her face, you can see the emotions she must feel toward the person painting her.",excitement
data\raw\wikiart\Cubism\kazimir-malevich_reaper-1929.jpg,Cubism\kazimir-malevich_reaper-1929.jpg,Cubism,kazimir-malevich_reaper-1929.jpg,I find this painting to be soothing for me.  This makes me feel calm.,something else
data\raw\wikiart\Realism\constantin-guys_carriage-and-three-gentlemen-on-horses.jpg,Realism\constantin-guys_carriage-and-three-gentlemen-on-horses.jpg,Realism,constantin-guys_carriage-and-three-gentlemen-on-horses.jpg,It seems as though the men were in a hurry yet stopped by a ghostly figure,fear
data\raw\wikiart\Realism\ivan-shishkin_in-the-fir-forest-1.jpg,Realism\ivan-shishkin_in-the-fir-forest-1.jpg,Realism,ivan-shishkin_in-the-fir-forest-1.jpg,"The dark and spooky colors used in depicting the trees, branches, and ground give a bit of uneasiness about the whole scene.",fear
data\raw\wikiart\Romanticism\joseph-wright_landscape-with-a-rainbow-1794.jpg,Romanticism\joseph-wright_landscape-with-a-rainbow-1794.jpg,Romanticism,joseph-wright_landscape-with-a-rainbow-1794.jpg,There is a bright rainbow shining light down to a dark forest,awe
data\raw\wikiart\Impressionism\pierre-auguste-renoir_head-of-a-young-woman-1890.jpg,Impressionism\pierre-auguste-renoir_head-of-a-young-woman-1890.jpg,Impressionism,pierre-auguste-renoir_head-of-a-young-woman-1890.jpg,"Her eyes look all black, like she is possessed or demonic.",fear
data\raw\wikiart\Art_Nouveau_Modern\raphael-kirchner_marionettes.jpg,Art_Nouveau_Modern\raphael-kirchner_marionettes.jpg,Art_Nouveau_Modern,raphael-kirchner_marionettes.jpg,The lady at the top’s expression is laughing and the scene is comical. The light colors keep the scene whimsical.,amusement
data\raw\wikiart\Early_Renaissance\benozzo-gozzoli_baptism-of-st-augustine-1465.jpg,Early_Renaissance\benozzo-gozzoli_baptism-of-st-augustine-1465.jpg,Early_Renaissance,benozzo-gozzoli_baptism-of-st-augustine-1465.jpg,Someone being baptised while their family watches over.,something else
data\raw\wikiart\Impressionism\joaquã­n-sorolla_malvarrosa-valencia.jpg,Impressionism\joaquã­n-sorolla_malvarrosa-valencia.jpg,Impressionism,joaquã­n-sorolla_malvarrosa-valencia.jpg,I love the colors and details of the tree.  Very impressive work,awe
data\raw\wikiart\Rococo\jean-honore-fragonard_the-zenith-1778.jpg,Rococo\jean-honore-fragonard_the-zenith-1778.jpg,Rococo,jean-honore-fragonard_the-zenith-1778.jpg,"Although this woman may be deceased, the angels are watching over her",awe
data\raw\wikiart\Impressionism\konstantin-korovin_on-a-sea-shore-1910.jpg,Impressionism\konstantin-korovin_on-a-sea-shore-1910.jpg,Impressionism,konstantin-korovin_on-a-sea-shore-1910.jpg,The pink flowers look very funereal and make me sad.,sadness
data\raw\wikiart\Cubism\jacques-villon_composition-1947.jpg,Cubism\jacques-villon_composition-1947.jpg,Cubism,jacques-villon_composition-1947.jpg,this makes me very confused. It looks like a jumble mess that i cannot make any sense out of,something else
data\raw\wikiart\Color_Field_Painting\anne-appleby_appleby-2011.jpg,Color_Field_Painting\anne-appleby_appleby-2011.jpg,Color_Field_Painting,anne-appleby_appleby-2011.jpg,"I like the color of the panels but, I think it is boring.",something else
data\raw\wikiart\Expressionism\henri-matisse_moroccan-amido-1911.jpg,Expressionism\henri-matisse_moroccan-amido-1911.jpg,Expressionism,henri-matisse_moroccan-amido-1911.jpg,"The super bright clothes, on the boy make this amusing.",amusement
data\raw\wikiart\Northern_Renaissance\hans-baldung_aristotle-and-phyllis-1513.jpg,Northern_Renaissance\hans-baldung_aristotle-and-phyllis-1513.jpg,Northern_Renaissance,hans-baldung_aristotle-and-phyllis-1513.jpg,The man who’s crawling is being treated as an animal,disgust
data\raw\wikiart\Cubism\marcel-duchamp_about-young-sister-1911.jpg,Cubism\marcel-duchamp_about-young-sister-1911.jpg,Cubism,marcel-duchamp_about-young-sister-1911.jpg,"There appears to be a human figure in the center, but it is unclear.",fear
data\raw\wikiart\Impressionism\georges-seurat_clothes-on-the-grass-1883.jpg,Impressionism\georges-seurat_clothes-on-the-grass-1883.jpg,Impressionism,georges-seurat_clothes-on-the-grass-1883.jpg,The color of the sky matches the color of the water perfectly,awe
data\raw\wikiart\Mannerism_Late_Renaissance\tintoretto_allegory-of-the-scuola-della-misericordia.jpg,Mannerism_Late_Renaissance\tintoretto_allegory-of-the-scuola-della-misericordia.jpg,Mannerism_Late_Renaissance,tintoretto_allegory-of-the-scuola-della-misericordia.jpg,The men bending down and silencing to something may represent an unborn child that the woman is carrying may be in danger.,sadness
data\raw\wikiart\Symbolism\mstislav-dobuzhinsky_white-nights-1922-7.jpg,Symbolism\mstislav-dobuzhinsky_white-nights-1922-7.jpg,Symbolism,mstislav-dobuzhinsky_white-nights-1922-7.jpg,"The tiny details, especially with the reflections in the water",awe
data\raw\wikiart\Impressionism\camille-pissarro_sunlight-on-the-road-pontoise-1874.jpg,Impressionism\camille-pissarro_sunlight-on-the-road-pontoise-1874.jpg,Impressionism,camille-pissarro_sunlight-on-the-road-pontoise-1874.jpg,"A nice day & two people passing by. Just a normal, content day",contentment
data\raw\wikiart\Mannerism_Late_Renaissance\jacopo-pontormo_portrait-of-a-lady-in-red-dress.jpg,Mannerism_Late_Renaissance\jacopo-pontormo_portrait-of-a-lady-in-red-dress.jpg,Mannerism_Late_Renaissance,jacopo-pontormo_portrait-of-a-lady-in-red-dress.jpg,"the whole painting feels like a power piece. the color of red makes her powerful. this is contrasted by her dog, which is small in size",fear
data\raw\wikiart\Realism\ivan-shishkin_study-forest.jpg,Realism\ivan-shishkin_study-forest.jpg,Realism,ivan-shishkin_study-forest.jpg,"It looks like a painting of some sort of deforestation, like the trees have been removed.",sadness
data\raw\wikiart\Rococo\john-russell_alexander-turner-1793.jpg,Rococo\john-russell_alexander-turner-1793.jpg,Rococo,john-russell_alexander-turner-1793.jpg,"This man looks happy and proud, the color of his pants makes it look like he's not wearing any.",something else
data\raw\wikiart\Impressionism\claude-monet_lavacourt-sun-and-snow.jpg,Impressionism\claude-monet_lavacourt-sun-and-snow.jpg,Impressionism,claude-monet_lavacourt-sun-and-snow.jpg,the fresh white snow that covers the ground and buildings,excitement
data\raw\wikiart\Realism\vincent-van-gogh_beach-at-scheveningen-in-calm-weather-1882(1).jpg,Realism\vincent-van-gogh_beach-at-scheveningen-in-calm-weather-1882(1).jpg,Realism,vincent-van-gogh_beach-at-scheveningen-in-calm-weather-1882(1).jpg,The boats in the scene seem quite ready to depart for another long adventure.,contentment
data\raw\wikiart\Symbolism\odilon-redon_underwater-vision-1.jpg,Symbolism\odilon-redon_underwater-vision-1.jpg,Symbolism,odilon-redon_underwater-vision-1.jpg,This is an unpleasant feeling with the black right in the middle of the painting.,fear
data\raw\wikiart\Color_Field_Painting\blinky-palermo_untitled-stoffbild-1969.jpg,Color_Field_Painting\blinky-palermo_untitled-stoffbild-1969.jpg,Color_Field_Painting,blinky-palermo_untitled-stoffbild-1969.jpg,the darker blue is like the sky and the lighter blue is like the ocean.,contentment
data\raw\wikiart\Romanticism\viktor-vasnetsov_savior-in-the-crown-of-thorns-1906.jpg,Romanticism\viktor-vasnetsov_savior-in-the-crown-of-thorns-1906.jpg,Romanticism,viktor-vasnetsov_savior-in-the-crown-of-thorns-1906.jpg,this seems to be a depiction of Jesus and he is bleeding from the crown of thorns,sadness
data\raw\wikiart\Color_Field_Painting\leon-berkowitz_untitled-1977(1).jpg,Color_Field_Painting\leon-berkowitz_untitled-1977(1).jpg,Color_Field_Painting,leon-berkowitz_untitled-1977(1).jpg,The colors and blending of paints make you feel really calm,awe
data\raw\wikiart\Impressionism\childe-hassam_washington-arch-spring.jpg,Impressionism\childe-hassam_washington-arch-spring.jpg,Impressionism,childe-hassam_washington-arch-spring.jpg,An enjoyable walk on a sunny winter's day.  Tree lined streets add joy and doesn't have the modern day cars in the way.,excitement
data\raw\wikiart\Realism\laszlo-mednyanszky_angler-1890.jpg,Realism\laszlo-mednyanszky_angler-1890.jpg,Realism,laszlo-mednyanszky_angler-1890.jpg,I the white shirt is a strinking contrast to the greens and earthy tones,contentment
data\raw\wikiart\Pop_Art\roy-lichtenstein_no-nox-1962(1).jpg,Pop_Art\roy-lichtenstein_no-nox-1962(1).jpg,Pop_Art,roy-lichtenstein_no-nox-1962(1).jpg,"The painting has a nice clean drawing style, the expression on the guys face evokes a feeling of alert contentment",contentment
data\raw\wikiart\Abstract_Expressionism\rafa-nasiri_untitled-051-1998.jpg,Abstract_Expressionism\rafa-nasiri_untitled-051-1998.jpg,Abstract_Expressionism,rafa-nasiri_untitled-051-1998.jpg,It looks like lava slowly moving down the pathway about to destroy everything it comes in contact with.,sadness
data\raw\wikiart\Realism\valentin-serov_portrait-of-k-pobedonostsev-1902.jpg,Realism\valentin-serov_portrait-of-k-pobedonostsev-1902.jpg,Realism,valentin-serov_portrait-of-k-pobedonostsev-1902.jpg,"The old man was often made fun of by local youth for his no nonesense demeanor, oh if only they had known him before the accident.",awe
data\raw\wikiart\Impressionism\santiago-rusinol_la-verja.jpg,Impressionism\santiago-rusinol_la-verja.jpg,Impressionism,santiago-rusinol_la-verja.jpg,the realism is amazing and the rich colors of the trees are fun,amusement
data\raw\wikiart\Early_Renaissance\filippo-lippi_confirmation-of-the-carmelite-rule-1.jpg,Early_Renaissance\filippo-lippi_confirmation-of-the-carmelite-rule-1.jpg,Early_Renaissance,filippo-lippi_confirmation-of-the-carmelite-rule-1.jpg,The painting of a scene is shown inside a very abstract shape.,awe
data\raw\wikiart\Expressionism\edvard-munch_spring-1889.jpg,Expressionism\edvard-munch_spring-1889.jpg,Expressionism,edvard-munch_spring-1889.jpg,The colors are gloomy and the girl looks ill.,sadness
data\raw\wikiart\Realism\ivan-shishkin_winter-in-a-forest-rime-1877.jpg,Realism\ivan-shishkin_winter-in-a-forest-rime-1877.jpg,Realism,ivan-shishkin_winter-in-a-forest-rime-1877.jpg,"This painting reminds me of a Christmas card, because the snow is so fresh and pure",contentment
data\raw\wikiart\Art_Nouveau_Modern\ivan-bilibin_costume-design-for-the-opera-prince-igor-by-alexander-borodin-1930-1(1).jpg,Art_Nouveau_Modern\ivan-bilibin_costume-design-for-the-opera-prince-igor-by-alexander-borodin-1930-1(1).jpg,Art_Nouveau_Modern,ivan-bilibin_costume-design-for-the-opera-prince-igor-by-alexander-borodin-1930-1(1).jpg,"while i like the colors and the details on her outfit i don't like how this painting feels very flat.  it feels more like a picture you'd see in a textbook.  especially because there's no background, just white behind her.",something else
data\raw\wikiart\Northern_Renaissance\hans-holbein-the-younger_duke-anton-the-good-of-lorraine-1543.jpg,Northern_Renaissance\hans-holbein-the-younger_duke-anton-the-good-of-lorraine-1543.jpg,Northern_Renaissance,hans-holbein-the-younger_duke-anton-the-good-of-lorraine-1543.jpg,"the man's expression is tired somber and sad, as is his wardrobe",sadness
data\raw\wikiart\Impressionism\pierre-auguste-renoir_study-of-a-woman-for-oedipus.jpg,Impressionism\pierre-auguste-renoir_study-of-a-woman-for-oedipus.jpg,Impressionism,pierre-auguste-renoir_study-of-a-woman-for-oedipus.jpg,this green dress reminds of the one jennifer lopez wore,something else
data\raw\wikiart\Fauvism\ilya-mashkov_still-life-with-pineapples-1910.jpg,Fauvism\ilya-mashkov_still-life-with-pineapples-1910.jpg,Fauvism,ilya-mashkov_still-life-with-pineapples-1910.jpg,Everything is so round and symmetrical.  It is pleasing to the eye.,contentment
data\raw\wikiart\Impressionism\walter-sickert_queen-victoria-and-her-great-grandson.jpg,Impressionism\walter-sickert_queen-victoria-and-her-great-grandson.jpg,Impressionism,walter-sickert_queen-victoria-and-her-great-grandson.jpg,"i don't like how the child's face is depicted, almost like a deformity",disgust
data\raw\wikiart\Abstract_Expressionism\terry-frost_it-is-true-1989.jpg,Abstract_Expressionism\terry-frost_it-is-true-1989.jpg,Abstract_Expressionism,terry-frost_it-is-true-1989.jpg,The blues are soothing and the shapes are organic and make me feel peaceful.,contentment
data\raw\wikiart\Early_Renaissance\leonardo-da-vinci_perspectival-study-of-the-adoration-of-the-magi.jpg,Early_Renaissance\leonardo-da-vinci_perspectival-study-of-the-adoration-of-the-magi.jpg,Early_Renaissance,leonardo-da-vinci_perspectival-study-of-the-adoration-of-the-magi.jpg,"Although this is a sketch, the level of detail herein is impressive.",awe
data\raw\wikiart\Romanticism\konstantin-makovsky_girl-in-the-field.jpg,Romanticism\konstantin-makovsky_girl-in-the-field.jpg,Romanticism,konstantin-makovsky_girl-in-the-field.jpg,The female looks like she has a black eye and makes you wonder how she came to have it.,sadness
data\raw\wikiart\Art_Nouveau_Modern\nicholas-roerich_sketch-of-costumes-for-snow-maiden-4.jpg,Art_Nouveau_Modern\nicholas-roerich_sketch-of-costumes-for-snow-maiden-4.jpg,Art_Nouveau_Modern,nicholas-roerich_sketch-of-costumes-for-snow-maiden-4.jpg,This Asiatic warrior towers over the tents. He looks strong and forceful.,excitement
