full_path,relative_path,style,filename,caption,emotion
data\raw\wikiart\Impressionism\guy-rose_vista-from-point-lobos-1919.jpg,Impressionism\guy-rose_vista-from-point-lobos-1919.jpg,Impressionism,guy-rose_vista-from-point-lobos-1919.jpg,"The overall scene is washed out, but the left half depicts the shadowed cove with some interest.",contentment
data\raw\wikiart\Minimalism\denise-green_amy-2006.jpg,Minimalism\denise-green_amy-2006.jpg,Minimalism,denise-green_amy-2006.jpg,I feel a little bit confused and disturbed because there are a lot of lines crossing over each other.,something else
data\raw\wikiart\Impressionism\alfred-sisley_the-road-to-louveciennes-montbuisson-1875.jpg,Impressionism\alfred-sisley_the-road-to-louveciennes-montbuisson-1875.jpg,Impressionism,alfred-sisley_the-road-to-louveciennes-montbuisson-1875.jpg,It is just a simple plain landscape picture that has people out looking like they are enjoying a walk in the nice weather.,contentment
data\raw\wikiart\Expressionism\corneliu-baba_potrait-of-a-man.jpg,Expressionism\corneliu-baba_potrait-of-a-man.jpg,Expressionism,corneliu-baba_potrait-of-a-man.jpg,"The man looks very upset to have his picture painted, so he is pretty disgusted overall.",disgust
data\raw\wikiart\Realism\vasily-vereshchagin_ruins-in-chuguchak-1869.jpg,Realism\vasily-vereshchagin_ruins-in-chuguchak-1869.jpg,Realism,vasily-vereshchagin_ruins-in-chuguchak-1869.jpg,"The stone monument, its white flanks gleaming in the deep twilight, stands imposingly over the ground around it, elevated on a high base, as if this spot marks something of great importance.",awe
data\raw\wikiart\Post_Impressionism\vincent-van-gogh_still-life-vase-with-cornflowers-and-poppies-1887.jpg,Post_Impressionism\vincent-van-gogh_still-life-vase-with-cornflowers-and-poppies-1887.jpg,Post_Impressionism,vincent-van-gogh_still-life-vase-with-cornflowers-and-poppies-1887.jpg,The vase is such a pleasant color that connects with the flowers while the white represents calm.,contentment
data\raw\wikiart\Impressionism\childe-hassam_duck-island-isles-of-shoals-1906.jpg,Impressionism\childe-hassam_duck-island-isles-of-shoals-1906.jpg,Impressionism,childe-hassam_duck-island-isles-of-shoals-1906.jpg,That bright blue water is stunning against the lightened color of the rocks in the water,contentment
data\raw\wikiart\Art_Nouveau_Modern\otto-eckmann_wallpaper-design-1899-1.jpg,Art_Nouveau_Modern\otto-eckmann_wallpaper-design-1899-1.jpg,Art_Nouveau_Modern,otto-eckmann_wallpaper-design-1899-1.jpg,"it looks like the part of the skin, and it is kinda gross",disgust
data\raw\wikiart\Romanticism\gustave-dore_idylls-of-the-king-8.jpg,Romanticism\gustave-dore_idylls-of-the-king-8.jpg,Romanticism,gustave-dore_idylls-of-the-king-8.jpg,the gray tones accent the white tones of the man.,fear
data\raw\wikiart\Realism\pyotr-konchalovsky_on-the-lawn-1954.jpg,Realism\pyotr-konchalovsky_on-the-lawn-1954.jpg,Realism,pyotr-konchalovsky_on-the-lawn-1954.jpg,this painting reminds me of spending time with my family,contentment
data\raw\wikiart\Cubism\raoul-dufy_the-studio-on-seguier-street-1909.jpg,Cubism\raoul-dufy_the-studio-on-seguier-street-1909.jpg,Cubism,raoul-dufy_the-studio-on-seguier-street-1909.jpg,the way this is painted with the shapes as well as the naked man standing there staring is humorous.,amusement
data\raw\wikiart\Art_Nouveau_Modern\alphonse-mucha_self-portrait-1899.jpg,Art_Nouveau_Modern\alphonse-mucha_self-portrait-1899.jpg,Art_Nouveau_Modern,alphonse-mucha_self-portrait-1899.jpg,His eyes looks sad.,sadness
data\raw\wikiart\Expressionism\ion-tuculescu_moods-of-the-field.jpg,Expressionism\ion-tuculescu_moods-of-the-field.jpg,Expressionism,ion-tuculescu_moods-of-the-field.jpg,I like the contrast between the green of the field/eyes(?) and the red. Is it a landscape?,excitement
data\raw\wikiart\Impressionism\nicolae-vermont_nchinarea-p-storilor-cu-motivele-satului-rom-nesc-1903.jpg,Impressionism\nicolae-vermont_nchinarea-p-storilor-cu-motivele-satului-rom-nesc-1903.jpg,Impressionism,nicolae-vermont_nchinarea-p-storilor-cu-motivele-satului-rom-nesc-1903.jpg,"This is a very sweet and believable picture of baby jesus, showing people gushing over Him and the light emanating from him.",contentment
data\raw\wikiart\Expressionism\candido-portinari_ndia-e-mulata-1934.jpg,Expressionism\candido-portinari_ndia-e-mulata-1934.jpg,Expressionism,candido-portinari_ndia-e-mulata-1934.jpg,The sadness on the subjects faces as well as the dark color scheme,sadness
data\raw\wikiart\Romanticism\gustave-dore_they-heard-and-were-abashed-and-up-they-sprung.jpg,Romanticism\gustave-dore_they-heard-and-were-abashed-and-up-they-sprung.jpg,Romanticism,gustave-dore_they-heard-and-were-abashed-and-up-they-sprung.jpg,powerful enough not only to vanquish his enemies but to part the stormclouds who wouldn't fear him,fear
data\raw\wikiart\Northern_Renaissance\albrecht-durer_study-to-a-large-fortune.jpg,Northern_Renaissance\albrecht-durer_study-to-a-large-fortune.jpg,Northern_Renaissance,albrecht-durer_study-to-a-large-fortune.jpg,This painting is creepy as it depicts a pregnant angel standing on the world very unclear message or meaning.,something else
data\raw\wikiart\Art_Nouveau_Modern\alphonse-mucha_not_detected_227761.jpg,Art_Nouveau_Modern\alphonse-mucha_not_detected_227761.jpg,Art_Nouveau_Modern,alphonse-mucha_not_detected_227761.jpg,I feel impressed. These look like very detailed representations of flowers and must have required technical skill.,awe
data\raw\wikiart\Northern_Renaissance\jan-van-eyck_the-ghent-altarpiece-detail-from-the-exterior-of-the-right-shutter-1432.jpg,Northern_Renaissance\jan-van-eyck_the-ghent-altarpiece-detail-from-the-exterior-of-the-right-shutter-1432.jpg,Northern_Renaissance,jan-van-eyck_the-ghent-altarpiece-detail-from-the-exterior-of-the-right-shutter-1432.jpg,The little case on the wall makes me feel calm and reflective.,contentment
data\raw\wikiart\Realism\boris-kustodiev_portrait-of-z-proshinskaya-1901.jpg,Realism\boris-kustodiev_portrait-of-z-proshinskaya-1901.jpg,Realism,boris-kustodiev_portrait-of-z-proshinskaya-1901.jpg,The woman appears comfortable and relaxed.,contentment
data\raw\wikiart\Expressionism\martiros-saryan_yard-of-the-artist-s-house-1923.jpg,Expressionism\martiros-saryan_yard-of-the-artist-s-house-1923.jpg,Expressionism,martiros-saryan_yard-of-the-artist-s-house-1923.jpg,The painting seems a bit too plain and simple for me.,something else
data\raw\wikiart\Symbolism\pierre-puvis-de-chavannes_death-and-the-maidens.jpg,Symbolism\pierre-puvis-de-chavannes_death-and-the-maidens.jpg,Symbolism,pierre-puvis-de-chavannes_death-and-the-maidens.jpg,There appears to be a lot of stress between the women trying to escape death.,sadness
data\raw\wikiart\Realism\anders-zorn_bed-on-the-loft.jpg,Realism\anders-zorn_bed-on-the-loft.jpg,Realism,anders-zorn_bed-on-the-loft.jpg,"The woman's face and the shadow behind her make me wonder if she is in danger, so I'm uneasy.",fear
data\raw\wikiart\Impressionism\claude-monet_two-anglers.jpg,Impressionism\claude-monet_two-anglers.jpg,Impressionism,claude-monet_two-anglers.jpg,"This is two fisherman on a lake facing each other. I love fishing, and the scene looks so tranquil, I can't help but feel at peace.",contentment
data\raw\wikiart\Impressionism\asgrimur-jonsson_hafnarfj-r-ur-town-1930.jpg,Impressionism\asgrimur-jonsson_hafnarfj-r-ur-town-1930.jpg,Impressionism,asgrimur-jonsson_hafnarfj-r-ur-town-1930.jpg,The Reds make it look like the town is on fire.  Hell approachith!  Maybe just above from view there is a really hot enormous presence causing rooftops to burn...,anger
data\raw\wikiart\Pointillism\salvador-dali_small-rocky-bay-of-nans-cadaques-1921.jpg,Pointillism\salvador-dali_small-rocky-bay-of-nans-cadaques-1921.jpg,Pointillism,salvador-dali_small-rocky-bay-of-nans-cadaques-1921.jpg,natural lakeside with reflection on the water is relaxing,contentment
data\raw\wikiart\Romanticism\cornelis-springer_fantasy-cityview-of-maassluis.jpg,Romanticism\cornelis-springer_fantasy-cityview-of-maassluis.jpg,Romanticism,cornelis-springer_fantasy-cityview-of-maassluis.jpg,This looks like a peaceful morning in town.,contentment
data\raw\wikiart\High_Renaissance\luca-signorelli_flagellation.jpg,High_Renaissance\luca-signorelli_flagellation.jpg,High_Renaissance,luca-signorelli_flagellation.jpg,"I am not a fan of angry, depressing Christian art. Catholic imagery especially.",disgust
data\raw\wikiart\Expressionism\august-macke_three-acts.jpg,Expressionism\august-macke_three-acts.jpg,Expressionism,august-macke_three-acts.jpg,I'm a little uncomfortable with nudity.  I like the blue and green in the background though,something else
data\raw\wikiart\Realism\octav-bancila_lubeni.jpg,Realism\octav-bancila_lubeni.jpg,Realism,octav-bancila_lubeni.jpg,A painting with an old looking chewed watermelon is unappealing.,disgust
data\raw\wikiart\Impressionism\konstantin-korovin_nice-street-at-night-1909.jpg,Impressionism\konstantin-korovin_nice-street-at-night-1909.jpg,Impressionism,konstantin-korovin_nice-street-at-night-1909.jpg,All the people walking up and down the street at night with the dark sky contrasting the bright lights is stimulating.,excitement
data\raw\wikiart\Fauvism\andre-derain_westminster-1905.jpg,Fauvism\andre-derain_westminster-1905.jpg,Fauvism,andre-derain_westminster-1905.jpg,Its look like drawing .,something else
data\raw\wikiart\Baroque\rembrandt_the-visitation-1640.jpg,Baroque\rembrandt_the-visitation-1640.jpg,Baroque,rembrandt_the-visitation-1640.jpg,Looks like a cheerful night time meeting between close friends.,amusement
data\raw\wikiart\Cubism\amadeo-de-souza-cardoso_brook-house-1913.jpg,Cubism\amadeo-de-souza-cardoso_brook-house-1913.jpg,Cubism,amadeo-de-souza-cardoso_brook-house-1913.jpg,This is a great looking house on the orchard. Love the ducks in the foreground and it looks peaceful.,contentment
data\raw\wikiart\Post_Impressionism\martiros-saryan_anticipation-of-the-fall.jpg,Post_Impressionism\martiros-saryan_anticipation-of-the-fall.jpg,Post_Impressionism,martiros-saryan_anticipation-of-the-fall.jpg,I like the overall colors of the scene. I do wish they did put more detail into it but its overall just a general field scene.,contentment
data\raw\wikiart\Post_Impressionism\ilya-mashkov_italy-nervi-landscape-with-aqueduct-1913.jpg,Post_Impressionism\ilya-mashkov_italy-nervi-landscape-with-aqueduct-1913.jpg,Post_Impressionism,ilya-mashkov_italy-nervi-landscape-with-aqueduct-1913.jpg,"The pink and violet tones on the buildings are uplifting and cheerful. In these colors is beauty for its own sake. The colors on the bridge suggest the play of sunlight and shadow creating a rainbow of colors. The blue, green and gold variegations of the hills is rich and fertile and again shows the random fall of light and shadow. There is lighthearted, cheerful, and happy coloration of the world in this painting.",something else
data\raw\wikiart\Realism\camille-corot_morning-woman-hearding-cows.jpg,Realism\camille-corot_morning-woman-hearding-cows.jpg,Realism,camille-corot_morning-woman-hearding-cows.jpg,The sky and trees seem to be communicating with each other while the cows eavesdrop on the conversation.,contentment
data\raw\wikiart\Symbolism\kuzma-petrov-vodkin_portrait-of-a-p-petrovoy-vodkin-artist-s-mother-1909.jpg,Symbolism\kuzma-petrov-vodkin_portrait-of-a-p-petrovoy-vodkin-artist-s-mother-1909.jpg,Symbolism,kuzma-petrov-vodkin_portrait-of-a-p-petrovoy-vodkin-artist-s-mother-1909.jpg,"The amount of detail in the womans face is amazing, from the lines around her mouth to the cheakbones.",awe
data\raw\wikiart\Realism\winslow-homer_hudson-river-logging.jpg,Realism\winslow-homer_hudson-river-logging.jpg,Realism,winslow-homer_hudson-river-logging.jpg,A lovely natural scene creates a sense of contentment. It's serene with a splash of color.,contentment
data\raw\wikiart\Baroque\gian-lorenzo-bernini_torso-of-neptune(1).jpg,Baroque\gian-lorenzo-bernini_torso-of-neptune(1).jpg,Baroque,gian-lorenzo-bernini_torso-of-neptune(1).jpg,this is a good sense for the human physique.,contentment
data\raw\wikiart\Abstract_Expressionism\jimmy-ernst_signifiant-event-note-1980.jpg,Abstract_Expressionism\jimmy-ernst_signifiant-event-note-1980.jpg,Abstract_Expressionism,jimmy-ernst_signifiant-event-note-1980.jpg,Bright colors in the backdrop and mechanical like object in the middle reminds me of a carnival.,amusement
data\raw\wikiart\Baroque\guido-reni_portrait-of-cardinal-bernardino-spada-1631.jpg,Baroque\guido-reni_portrait-of-cardinal-bernardino-spada-1631.jpg,Baroque,guido-reni_portrait-of-cardinal-bernardino-spada-1631.jpg,This painting is so detailed! The man's expression is proud and noble. His outfit seems rich and colorful.,awe
data\raw\wikiart\Impressionism\henry-herbert-la-thangue_the-appian-way-1920.jpg,Impressionism\henry-herbert-la-thangue_the-appian-way-1920.jpg,Impressionism,henry-herbert-la-thangue_the-appian-way-1920.jpg,"I love the details on the animals, they look real.  i also love the colors very beautiful",awe
data\raw\wikiart\High_Renaissance\leonardo-da-vinci_study-sheet-with-cats-dragon-and-other-animals.jpg,High_Renaissance\leonardo-da-vinci_study-sheet-with-cats-dragon-and-other-animals.jpg,High_Renaissance,leonardo-da-vinci_study-sheet-with-cats-dragon-and-other-animals.jpg,It looks like a lot of mice.,fear
data\raw\wikiart\Symbolism\nicholas-roerich_hystaspes-shahnameh-1938.jpg,Symbolism\nicholas-roerich_hystaspes-shahnameh-1938.jpg,Symbolism,nicholas-roerich_hystaspes-shahnameh-1938.jpg,The dark rider looks tired in the desert.,sadness
data\raw\wikiart\Post_Impressionism\victor-borisov-musatov_self-portrait-with-sister-1898.jpg,Post_Impressionism\victor-borisov-musatov_self-portrait-with-sister-1898.jpg,Post_Impressionism,victor-borisov-musatov_self-portrait-with-sister-1898.jpg,"I feel sad for the woman, because she looks bored.",sadness
data\raw\wikiart\Expressionism\jan-sluyters_two-nudes-in-studio.jpg,Expressionism\jan-sluyters_two-nudes-in-studio.jpg,Expressionism,jan-sluyters_two-nudes-in-studio.jpg,The dispersed use of deeper blacks help the female's curves stand out more.,awe
data\raw\wikiart\Pop_Art\roy-lichtenstein_still-life-with-dossier-1976.jpg,Pop_Art\roy-lichtenstein_still-life-with-dossier-1976.jpg,Pop_Art,roy-lichtenstein_still-life-with-dossier-1976.jpg,"Indifferent. Nice simplicity and whatnot, but there's no overriding redemptive value to this picture.",something else
data\raw\wikiart\Realism\martiros-saryan_collective-farm-of-village-karindzh-in-the-mountains-tumanyan-1952.jpg,Realism\martiros-saryan_collective-farm-of-village-karindzh-in-the-mountains-tumanyan-1952.jpg,Realism,martiros-saryan_collective-farm-of-village-karindzh-in-the-mountains-tumanyan-1952.jpg,The pasture with the grazing horses and the mountains in the background suggest openness and range.,contentment
data\raw\wikiart\Post_Impressionism\pablo-picasso_portrait-of-allan-stein-1906.jpg,Post_Impressionism\pablo-picasso_portrait-of-allan-stein-1906.jpg,Post_Impressionism,pablo-picasso_portrait-of-allan-stein-1906.jpg,Indifferent; the subject isn't extraordinary and the colors are too dark,something else
data\raw\wikiart\Art_Nouveau_Modern\alphonse-mucha_self-portrait-1907.jpg,Art_Nouveau_Modern\alphonse-mucha_self-portrait-1907.jpg,Art_Nouveau_Modern,alphonse-mucha_self-portrait-1907.jpg,Interesting to see a painting of a painter!,amusement
data\raw\wikiart\High_Renaissance\michelangelo_frescoes-above-the-altwall.jpg,High_Renaissance\michelangelo_frescoes-above-the-altwall.jpg,High_Renaissance,michelangelo_frescoes-above-the-altwall.jpg,the darker grays compliment the light gray tones used.,awe
data\raw\wikiart\Naive_Art_Primitivism\horace-pippin_victorian-parlor-still-life-1945.jpg,Naive_Art_Primitivism\horace-pippin_victorian-parlor-still-life-1945.jpg,Naive_Art_Primitivism,horace-pippin_victorian-parlor-still-life-1945.jpg,The little chairs make everything else seem really big,amusement
data\raw\wikiart\Post_Impressionism\irma-stern_portrait-of-an-indian-woman-1936.jpg,Post_Impressionism\irma-stern_portrait-of-an-indian-woman-1936.jpg,Post_Impressionism,irma-stern_portrait-of-an-indian-woman-1936.jpg,By the way the eyes were done I cant tell if she is dead or just bored with everything. I think had she smiled this piece would not be sad especially with the coloring,sadness
data\raw\wikiart\Romanticism\eugene-delacroix_winter-juno-and-aeolus-1862(1).jpg,Romanticism\eugene-delacroix_winter-juno-and-aeolus-1862(1).jpg,Romanticism,eugene-delacroix_winter-juno-and-aeolus-1862(1).jpg,"Too blurry, plus it looks like something depressing is going on anyway.",disgust
data\raw\wikiart\Contemporary_Realism\neil-welliver_seated-figure-claudia-1969.jpg,Contemporary_Realism\neil-welliver_seated-figure-claudia-1969.jpg,Contemporary_Realism,neil-welliver_seated-figure-claudia-1969.jpg,It looks like she's enjoying a bath in the river.,amusement
data\raw\wikiart\Realism\vasily-surikov_self-portrait-against-the-background-of-picture-the-conquest-of-siberia-by-yermak-1894.jpg,Realism\vasily-surikov_self-portrait-against-the-background-of-picture-the-conquest-of-siberia-by-yermak-1894.jpg,Realism,vasily-surikov_self-portrait-against-the-background-of-picture-the-conquest-of-siberia-by-yermak-1894.jpg,The face obscured by shadow lends a mysterious tone.,contentment
data\raw\wikiart\Romanticism\francesco-hayez_portrait-of-don-giulio-vigoni-as-a-child-1830.jpg,Romanticism\francesco-hayez_portrait-of-don-giulio-vigoni-as-a-child-1830.jpg,Romanticism,francesco-hayez_portrait-of-don-giulio-vigoni-as-a-child-1830.jpg,"child portraits always creep me out, it just makes me think of chucky or dolls. the child in this photo looks doll like, rosy cheeks, exposed shoulders, big brown eyes.",something else
data\raw\wikiart\Impressionism\claude-monet_cliffs-at-pourville-in-the-fog.jpg,Impressionism\claude-monet_cliffs-at-pourville-in-the-fog.jpg,Impressionism,claude-monet_cliffs-at-pourville-in-the-fog.jpg,"This place looks very peaceful, like you could be quiet and safe walking there.",contentment
data\raw\wikiart\Realism\ilya-repin_ballet-scene-1875.jpg,Realism\ilya-repin_ballet-scene-1875.jpg,Realism,ilya-repin_ballet-scene-1875.jpg,"The women are wearing colorful dances at a fancy ball, making for an awe-inspiring scene.",awe
data\raw\wikiart\Impressionism\joaquã­n-sorolla_queen-victoria-eugenia-of-spain-1911.jpg,Impressionism\joaquã­n-sorolla_queen-victoria-eugenia-of-spain-1911.jpg,Impressionism,joaquã­n-sorolla_queen-victoria-eugenia-of-spain-1911.jpg,I wonder if this woman is royalty as she is dressed very well and has a tiara on.,awe
data\raw\wikiart\Impressionism\kimon-loghi_springtime.jpg,Impressionism\kimon-loghi_springtime.jpg,Impressionism,kimon-loghi_springtime.jpg,"Beautiful pink leaves and flowers, like a fresh spring day.",awe
data\raw\wikiart\Post_Impressionism\theo-van-rysselberghe_vase-of-flowers-1923.jpg,Post_Impressionism\theo-van-rysselberghe_vase-of-flowers-1923.jpg,Post_Impressionism,theo-van-rysselberghe_vase-of-flowers-1923.jpg,The vibrant colors of the flowers and the deep blue of the table are very exciting to me.,excitement
data\raw\wikiart\Color_Field_Painting\claude-viallat_untitled-no-103-2002.jpg,Color_Field_Painting\claude-viallat_untitled-no-103-2002.jpg,Color_Field_Painting,claude-viallat_untitled-no-103-2002.jpg,A neutral feeling because it doesn't strike any high emotions in me at all.,something else
